comment_id,sentiment,sentiment_score
UgzdDob3-_S62CAKnNF4AaABAg,positive,0.4197975099086761
Ugwfs0pcvOuy2CeYfOZ4AaABAg,negative,0.9643173217773438
UgzNuT6xyAR-C6aqhjR4AaABAg,neutral,0.3880699872970581
UgyQWb5Bh7AqGxzFu1p4AaABAg,neutral,0.5059371590614319
UgwUPHsF6ExNkdUz0L54AaABAg,neutral,0.6405183672904968
Ugx-IHmKHqz5Uf_0fo54AaABAg,negative,0.8883025646209717
UgzQknAVl29H-dzKdUt4AaABAg,positive,0.6588668823242188
UgyM8b5Of-iYXl7c_5B4AaABAg,neutral,0.4059697687625885
Ugx98V77-zCvkfPc6it4AaABAg,negative,0.8079693913459778
UgyoZ2cF32cx3TipYfx4AaABAg,negative,0.5967719554901123
UgyG8Sfd-Y9mC7vUmHl4AaABAg,positive,0.8816956281661987
UgzTb2O4fN52_XuEQOh4AaABAg,negative,0.4799971580505371
UgxX_FfNUH_Tjm85gAV4AaABAg,negative,0.8951987028121948
Ugz1bCDg9b9d-tE3waB4AaABAg,negative,0.8796705603599548
UgySAr0pCnsx3dwoYLx4AaABAg,negative,0.7619487047195435
UgyNE3TO-i469pvxDDt4AaABAg,negative,0.428755521774292
UgzljTDOpx2gwYHS7cV4AaABAg,negative,0.938237488269806
UgwTqzzS3F4T4JoT85N4AaABAg,neutral,0.5657600164413452
UgzObu5XZOBvw1DJP8Z4AaABAg,negative,0.8226951956748962
Ugy2_oGmeuRQDqRFvER4AaABAg,negative,0.8097500205039978
UgwIF_QfTg2YXYoO2nx4AaABAg,neutral,0.6779248118400574
Ugzga17cfqPOwwdGAex4AaABAg,neutral,0.3993940651416778
UgwSxnmCz3ZFCIN-t9J4AaABAg,positive,0.6654953956604004
Ugyf2XeGw15eil2cYlF4AaABAg,positive,0.9436181783676147
Ugyf2XeGw15eil2cYlF4AaABAg.AaFzvkbA8WrAaM9g_0sI_k,neutral,0.3896088898181915
