video_id,match_id,title,description,channel_id,channel_name,published_at,period,views,likes,comment_count,url,search_query
PuLXgaAap_s,2026-09-01-cam-cru,Onde assistir ao vivo com imagem Atlético x Cruzeiro| Copa do Brasil 2026 🎥🔥,Onde assistir ao vivo com imagem Atlético-MG x Cruzeiro | Copa do Brasil 2026 CLASSICO MINEIRO #atleticomg #cruzeiro ...,UCbqEUQTg0a3gR3X_nninkKQ,Canal 7sports,2026-09-01T21:00:23Z,pre_game,150254,403,19,https://www.youtube.com/watch?v=PuLXgaAap_s,"""Atlético-MG x Cruzeiro"" 01/09/2026"
Swd-ks56epE,2026-09-01-cam-cru,ATLETICO-MG X CRUZEIRO AO VIVO COM IMAGENS - COPA DO BRASIL 2026 - ASSISTA AGORA!,aovivo #atleticomg #cruzeiro ⚽   Veja onde assistir AO VIVO Atletico mg vs Cruzeiro GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-09-01T18:00:06Z,pre_game,36036,86,2,https://www.youtube.com/watch?v=Swd-ks56epE,Atlético Cruzeiro pré jogo 01/09/2026
EMk472cDCZ0,2026-09-01-cam-cru,🖤CICINHO E RENATA FAN DEBATEM ATLÉTICO-MG X CRUZEIRO PELA COPA DO BRASIL 2026🖤🤍,É DECISÃO PARA O GALO! Cicinho e Renata Fan analisam o grande clássico entre Atlético-MG e Cruzeiro pela Copa do Brasil ...,UCqoMi5SnjkZFkzUhd0Bb5sw,VIBRA TORCEDOR,2026-09-01T15:08:46Z,pre_game,15539,151,14,https://www.youtube.com/watch?v=EMk472cDCZ0,"""Atlético-MG x Cruzeiro"" Copa do Brasil"
6v-1eaNWWEY,2026-09-01-cam-cru,ATLETICO-MG X CRUZEIRO AO VIVO (COM IMAGENS !!!) COPA DO BRASIL 2026 - ASSISTA AGORA!,aovivo #atleticomg #cruzeiro ⚽   Veja onde assistir AO VIVO Atletico mg vs Cruzeiro GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-08-30T22:01:26Z,pre_game,6356,11,0,https://www.youtube.com/watch?v=6v-1eaNWWEY,Atlético Cruzeiro pré jogo 01/09/2026
0qFrGZXx5tU,2026-09-01-cam-cru,ATLETICO-MG X CRUZEIRO AO VIVO COM IMAGENS | COPA DO BRASIL 2026 | ASSISTA JOGO AGORA!,atleticomg #cruzeiro #aovivo ⚽   Veja onde assistir AO VIVO Atletico mg vs Cruzeiro GOLS E MELHORES MOMENTOS ...,UC_6zy55DWatEXvIlkY0HKCw,RODRIGO GAMER 18 FC,2026-09-01T19:00:05Z,pre_game,1049,5,0,https://www.youtube.com/watch?v=0qFrGZXx5tU,Atlético Cruzeiro pré jogo 01/09/2026
CCv-AioMsMU,2026-09-01-cam-cru,ATLÉTICO-MG 2 X 1 CRUZEIRO | MELHORES MOMENTOS | QUARTAS COPA DO BRASIL 2026 | ge.globo,O Atlético vence o Cruzeiro por 2 a 1. O time alvinegro se classifica para a semifinal da Copa do Brasil. Confira todos os ...,UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-09-02T02:17:37Z,post_game,3262365,54826,2745,https://www.youtube.com/watch?v=CCv-AioMsMU,"""Atlético-MG x Cruzeiro"" 01/09/2026"
zAesOWYFZfg,2026-09-01-cam-cru,ATLÉTICO-MG X CRUZEIRO | AQUECIMENTO AO VIVO | COPA DO BRASIL 2026 | #live | sportv,Você acompanha o melhor pré-jogo no Aquecimento sportv. Fique por dentro dos bastidores de Atlético-MG x Cruzeiro pela ...,UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-09-02T00:16:56Z,post_game,3281934,24192,77,https://www.youtube.com/watch?v=zAesOWYFZfg,"""Atlético-MG x Cruzeiro"" 01/09/2026"
83wa6mUX11k,2026-09-01-cam-cru,"GALO x CRUZEIRO | COPA do BRASIL | PRÉ-JOGO, NARRAÇÃO, COLETIVA e COMEMORAÇÃO!","O GALO se classificou para as semifinais da Copa do Brasil! Na live da Galotv H2bet, você acompanha: ⭐ Participação Diego ...",UC0BhAOfmm1tJaJkPyTM9D_g,GaloTV H2bet | Atlético,2026-09-02T04:39:10Z,post_game,1449927,12159,6,https://www.youtube.com/watch?v=83wa6mUX11k,"""Atlético-MG x Cruzeiro"" 01/09/2026"
WbsPFsOSdG4,2026-09-01-cam-cru,Dublagem de Atlético Mineiro X Cruzeiro! #dublagem #atleticomineiro #cruzeiro #copadobrasil #futebol,,UCbJ0FUhM6roOzw6cM5eFPog,Gustavo Machado,2026-09-02T13:07:25Z,post_game,1493088,67141,1076,https://www.youtube.com/watch?v=WbsPFsOSdG4,"""Atlético-MG x Cruzeiro"" 01/09/2026"
4iUm7ZPPutM,2026-09-01-cam-cru,AO VIVO: ATLÉTICO X CRUZEIRO NA ITATIAIA! REACT DAS QUARTAS DE FINAL DA COPA DO BRASIL,ItatiaiaEsporte #GaloXCruzeiro #CopaDoBrasil #FutebolAoVivo #RadioItatiaia #AoVivoAgora #ArenaMRV #AtleticoMG #Cruzeiro ...,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte,2026-09-02T05:05:31Z,post_game,2102306,24409,37,https://www.youtube.com/watch?v=4iUm7ZPPutM,"""Atlético-MG x Cruzeiro"" 01/09/2026"
0kyErSSm9rg,2026-08-25-cru-cam,"Palpites Jogo Aberto: Cruzeiro x Atlético-MG, duelo válido pelas quartas de final da Copa de Brasil","DIA DE CLÁSSICO NA COPA DO BRASIL! Cruzeiro e Atlético-MG se enfrentam nesta terça-feira (25), pela ida das quartas de ...",UCZaOZdn-Y-I5ikrofkWBLgQ,Jogo Aberto,2026-08-25T21:00:59Z,pre_game,99218,2118,87,https://www.youtube.com/watch?v=0kyErSSm9rg,Atlético Cruzeiro pós jogo melhores momentos 25/08/2026
vFcdDHxYZ5w,2026-08-25-cru-cam,CRUZEIRO E GALO SE ENFRENTAM PELO JOGO DE IDA DAS QUARTAS DA COPA DO BRASIL | Seleção | sportv,"O Seleção Sportv traz as últimas informações para o clássico entre Cruzeiro e Atlético-MG, pelo jogo de ida das quartas de final ...",UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-08-25T17:34:11Z,pre_game,85243,784,55,https://www.youtube.com/watch?v=vFcdDHxYZ5w,Atlético Cruzeiro pré jogo 25/08/2026
1xjC-yJ3KWw,2026-08-25-cru-cam,Onde assistir ao vivo com imagem Cruzeiro x Atlético-MG | Copa do Brasil 2026 🎥🔥,Onde assistir ao vivo com imagem Cruzeiro x Atlético-MG | Copa do Brasil 2026 #cruzeiro #atleticomg #aovivocomimagens ...,UCbqEUQTg0a3gR3X_nninkKQ,Canal 7sports,2026-08-25T21:00:22Z,pre_game,328383,1006,32,https://www.youtube.com/watch?v=1xjC-yJ3KWw,"""Cruzeiro x Atlético-MG"" 25/08/2026"
XJFOQjBuJM8,2026-08-25-cru-cam,CRUZEIRO X ATLÉTICO-MG PELA COPA DO BRASIL | NEYMAR JOGA CONTRA O PALMEIRAS? | EQUIPE F,O Equipe F desta terça-feira (25) vai trazer tudo do pré-jogo entre Cruzeiro e Atlético-MG pelas quartas de final da Copa do Brasil ...,UCw5-xj3AKqEizC7MvHaIPqA,ESPN Brasil,2026-08-25T22:20:15Z,pre_game,58873,954,2,https://www.youtube.com/watch?v=XJFOQjBuJM8,Atlético Cruzeiro pré jogo 25/08/2026
w8rn_0YD6NM,2026-08-25-cru-cam,CRUZEIRO X ATLETICO-MG AO VIVO COM IMAGENS - COPA DO BRASIL 2026 - JOGO DE HOJE!,aovivo #cruzeiro #atleticomg ⚽   Veja onde assistir AO VIVO Cruzeiro vs Atletico mg GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-08-25T21:00:06Z,pre_game,22486,68,3,https://www.youtube.com/watch?v=w8rn_0YD6NM,"""Cruzeiro x Atlético-MG"" 25/08/2026"
Aeh5Wca_418,2026-08-25-cru-cam,CRUZEIRO 1 X 1 ATLÉTICO-MG | MELHORES MOMENTOS | QUARTAS COPA DO BRASIL 2026 | ge.globo,Cruzeiro e Atlético ficam no empate em 1 a 1 no primeiro jogo das quartas de final da Copa do Brasil. Confira todos os ...,UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-08-26T02:09:31Z,post_game,1709023,21931,1026,https://www.youtube.com/watch?v=Aeh5Wca_418,"""Cruzeiro x Atlético-MG"" 25/08/2026"
eoGCyyqN9TU,2026-08-25-cru-cam,CRUZEIRO X ATLÉTICO-MG | AQUECIMENTO AO VIVO | COPA DO BRASIL 2026 | #live | sportv,Você acompanha o melhor pré-jogo no Aquecimento sportv. Fique por dentro dos bastidores de Cruzeiro x Atlético-MG pela ...,UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-08-26T00:13:00Z,post_game,1539059,14939,123,https://www.youtube.com/watch?v=eoGCyyqN9TU,"""Cruzeiro x Atlético-MG"" 25/08/2026"
czkLiJD80p8,2026-08-25-cru-cam,Dublagem de Cruzeiro X Atlético MG! #dublagem #copadobrasil #cruzeiro #atleticomineiro #futebol,,UCbJ0FUhM6roOzw6cM5eFPog,Gustavo Machado,2026-08-26T12:54:31Z,post_game,1381839,55173,1132,https://www.youtube.com/watch?v=czkLiJD80p8,"""Cruzeiro x Atlético-MG"" Copa do Brasil"
Yu4SriBkkuM,2026-08-25-cru-cam,CRUZEIRO X ATLÉTICO AO VIVO NA ITATIAIA | REACT DA COPA DO BRASIL | QUARTAS DE FINAL,Cruzeiro e Atlético se enfrentam pelas quartas de final da Copa do Brasil e você acompanha tudo sobre o superclássico Mineiro ...,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte,2026-08-26T04:23:05Z,post_game,789953,13797,7,https://www.youtube.com/watch?v=Yu4SriBkkuM,Atlético Cruzeiro pré jogo 25/08/2026
KC6gsi3WvII,2026-08-25-cru-cam,🔴 CRUZEIRO X ATLÉTICO-MG | COPA DO BRASIL 2026,Veja novamente a narração do jogo Cruzeiro x Atlético-MG pelas quartas de final da Copa do Brasil 2026 com a transmissão do ...,UC0WYRNtJAVUxSA9iP7kIoTA,Na Rede Oficial,2026-08-26T02:37:44Z,post_game,1805944,6727,18,https://www.youtube.com/watch?v=KC6gsi3WvII,"""Cruzeiro x Atlético-MG"" 25/08/2026"
nvMnLfiuDE4,2026-05-02-cru-cam,CLÁSSICO CHEGANDO - Cruzeiro x Atlético-MG,Clima do clássico mineiro. Cruzeiro x Atlético-MG. #cruzeiro #atleticomineiro #cabuloso #galo #cruzeirense #gerson #raposa ...,UC-q72-AfUyI2om6qGUTBSwQ,Jonathan Augusto Fut,2026-05-01T01:16:11Z,pre_game,106370,1329,115,https://www.youtube.com/watch?v=nvMnLfiuDE4,"""Cruzeiro x Atlético-MG"" 02/05/2026"
67c4IRA8dBA,2026-05-02-cru-cam,CRUZEIRO X ATLETICO-MG AO VIVO COM IMAGEM - CAMPEONATO BRASILEIRO 2026 - ASSISTA AGORA!,aovivo #cruzeiro #atleticomg ⚽   Veja onde assistir AO VIVO Cruzeiro vs Atletico mg GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-05-02T19:00:06Z,pre_game,40084,113,4,https://www.youtube.com/watch?v=67c4IRA8dBA,"""Cruzeiro x Atlético-MG"" 02/05/2026"
1JKa5TjJPwU,2026-05-02-cru-cam,CRUZEIRO X ATLETICO-MG AO VIVO (COM IMAGENS !!!) CAMPEONATO BRASILEIRO 2026 - ASSISTA AGORA!,aovivo #cruzeiro #atleticomg ⚽   Veja onde assistir AO VIVO Cruzeiro vs Atletico mg GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-04-30T22:00:06Z,pre_game,10445,78,1,https://www.youtube.com/watch?v=1JKa5TjJPwU,"""Cruzeiro x Atlético-MG"" 02/05/2026"
WmYlK-po_is,2026-05-02-cru-cam,CRUZEIRO X ATLETICO-MG AO VIVO COM IMAGEM - CAMPEONATO BRASILEIRO 2026 - JOGO DE HOJE!,aovivo #cruzeiro #atleticomg ⚽   Veja onde assistir AO VIVO Cruzeiro vs Atletico mg GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-05-01T19:30:06Z,pre_game,8153,49,1,https://www.youtube.com/watch?v=WmYlK-po_is,"""Cruzeiro x Atlético-MG"" 02/05/2026"
3YAjqOjA_Vc,2026-05-02-cru-cam,"JOGADORES DO GALO SE PREPARAM PARA ENFRENTAR O CRUZEIRO AMANHÃ, EM CLÁSSICO PELO BRASILEIRÃO",7K. Aposte na diversão! 18+ Jogue com responsabilidade.   https://go.aff.7k-partners.com/d2u629hj Apesar da fase de ...,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte,2026-05-01T11:00:13Z,pre_game,3084,62,6,https://www.youtube.com/watch?v=3YAjqOjA_Vc,Atlético Cruzeiro pré jogo 02/05/2026
RqBKYW_BiOM,2026-05-02-cru-cam,CRUZEIRO 1 X 3 ATLÉTICO-MG | MELHORES MOMENTOS | 14ª RODADA | BRASILEIRÃO 2026 | ge.globo,"Atlético vence Cruzeiro e ultrapassa o rival, em clássico com três expulsões Minda, Maycon e Cassierra marcam para o Galo; ...",UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-05-03T02:22:00Z,post_game,1073830,24148,1438,https://www.youtube.com/watch?v=RqBKYW_BiOM,"""Cruzeiro x Atlético-MG"" 02/05/2026"
dZ5k3EdQYFk,2026-05-02-cru-cam,Dublagem de Cruzeiro X Atlético Mineiro! #dublagem #brasileirão #cruzeiro #atleticomineiro #futebol,,UCbJ0FUhM6roOzw6cM5eFPog,Gustavo Machado,2026-05-03T13:07:32Z,post_game,2979666,153475,1884,https://www.youtube.com/watch?v=dZ5k3EdQYFk,"""Cruzeiro x Atlético-MG"" 02/05/2026"
5atNztqzRQI,2026-05-02-cru-cam,CRUZEIRO X ATLÉTICO AO VIVO NA ITATIAIA | REACT DO BRASILEIRÃO 2026,cruzeiro #atleticomineiro #brasileirao #futebol É dia de Superclássico Mineiro! Cruzeiro e Atlético se enfrentam pela 14ª rodada ...,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte,2026-05-03T04:27:01Z,post_game,492097,9163,13,https://www.youtube.com/watch?v=5atNztqzRQI,"""Cruzeiro x Atlético-MG"" 02/05/2026"
29_HdM35VOE,2026-05-02-cru-cam,CLIMA QUENTE! 😳 Zagueiro do Atlético-MG provoca Kaio Jorge no Clássico! #atleticomineiro #cruzeiro,Confira os bastidores da rivalidade no Clássico Mineiro entre Atlético-MG e Cruzeiro pelo Brasileirão 2026. Veja o momento em ...,UCCutOJMlHtWRdHersrt2uzA,Clipes de Lance  ,2026-05-04T12:27:54Z,post_game,384538,3809,114,https://www.youtube.com/watch?v=29_HdM35VOE,Atlético Cruzeiro pós jogo melhores momentos 02/05/2026
G_v3iv4bYQU,2026-05-02-cru-cam,🐔 O MINEIRÃO É ALVINEGRO! CRUZEIRO 1 X 3 ATLÉTICO: GALO ATROPELA EM CLÁSSICO DE EXPULSÕES E RAÇA,"O bicho pegou em Belo Horizonte! Em um clássico marcado pela tensão, ""chuva"" de cartões e muita catimba, o Atlético-MG calou ...",UC0WYRNtJAVUxSA9iP7kIoTA,Na Rede Oficial,2026-05-03T02:24:46Z,post_game,385033,2157,6,https://www.youtube.com/watch?v=G_v3iv4bYQU,Atlético Cruzeiro pré jogo 02/05/2026
mM5ejVJX7uo,2026-03-08-cru-cam,CRUZEIRO X ATLETICO-MG AO VIVO COM IMAGEM - FINAL CAMPEONATO MINEIRO 2026 - JOGO DE HOJE!,aovivo #cruzeiro #atleticomg ⚽   Veja onde assistir AO VIVO Cruzeiro vs Atletico mg GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-03-08T18:30:06Z,pre_game,15338,91,4,https://www.youtube.com/watch?v=mM5ejVJX7uo,Atlético Cruzeiro pré jogo 08/03/2026
95bcBhb2Nsg,2026-03-08-cru-cam,CONFUSÃO ENTRE TORCIDAS DE ATLÉTICO E CRUZEIRO MARCA PRÉ-JOGO DA FINAL DO MINEIRO,"O domingo (8) será de festa, mas também de lamentação em Belo Horizonte. Isso, devido ao duelo decisivo do Campeonato ...",UC7s_0p8Y5I6DClqN_vMugPw,Itatiaia Patrulha,2026-03-08T15:17:23Z,pre_game,8390,145,31,https://www.youtube.com/watch?v=95bcBhb2Nsg,Atlético Cruzeiro pré jogo 08/03/2026
dKlyMMKb9Vg,2026-03-08-cru-cam,CRUZEIRO X ATLETICO-MG AO VIVO COM IMAGENS - FINAL CAMPEONATO MINEIRO 2026 - JOGO DE HOJE!,aovivo #cruzeiro #atleticomg ⚽   Veja onde assistir AO VIVO Cruzeiro vs Atletico mg GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-03-07T18:31:16Z,pre_game,6732,26,1,https://www.youtube.com/watch?v=dKlyMMKb9Vg,Atlético Cruzeiro pré jogo 08/03/2026
LAjCiKkq6NQ,2026-03-08-cru-cam,CRUZEIRO X ATLETICO-MG AO VIVO COM IMAGENS - FINAL CAMPEONATO MINEIRO 2026 - ASSISTA JOGO DE HOJE!,aovivo #cruzeiro #atleticomg ⚽   Veja onde assistir AO VIVO Cruzeiro vs Atletico mg GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-03-06T22:00:06Z,pre_game,4757,30,0,https://www.youtube.com/watch?v=LAjCiKkq6NQ,Atlético Cruzeiro pré jogo 08/03/2026
apHc1W0vpuI,2026-03-08-cru-cam,CRUZEIRO x ATLÉTICO-MG | Final do Mineiro 2026 | Simulação PES 21 (Gogosz Patch),"Bem-vindo ao Simulgol! Neste vídeo, trazemos a simulação de Cruzeiro x Atlético-MG, pela Final do Campeonato Mineiro 2026.",UCtZOfz5-e7f3tv1GGjOvKMQ,SimulGol,2026-03-07T20:15:00Z,pre_game,4276,0,2,https://www.youtube.com/watch?v=apHc1W0vpuI,"""Cruzeiro x Atlético-MG"" Campeonato Mineiro"
hG5FE-Hifvg,2026-03-08-cru-cam,BRIGA: CRUZEIRO X ATLÉTICO-MG REGISTRA CENAS LAMENTÁVEIS | Campeonato Mineiro | ge.globo,A final do Campeonato Mineiro 2026 entre Cruzeiro e Atlético-MG foi manchada com uma briga generalizada. Nos últimos ...,UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-03-08T23:23:56Z,post_game,7800082,128707,15935,https://www.youtube.com/watch?v=hG5FE-Hifvg,"""Cruzeiro x Atlético-MG"" 08/03/2026"
JPSLqpvMCOY,2026-03-08-cru-cam,CRUZEIRO 1 X 0 ATLÉTICO-MG | MELHORES MOMENTOS | FINAL | CAMPEONATO MINEIRO 2026 | ge tv,"É CAMPEÃO! Com gol de Kaio Jorge, o Cruzeiro venceu o Atlético-MG por 1 a 0 e conquistou o título do Campeonato Mineiro ...",UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-03-08T23:34:48Z,post_game,1026376,16944,1119,https://www.youtube.com/watch?v=JPSLqpvMCOY,"""Cruzeiro x Atlético-MG"" 08/03/2026"
PmsMKfh7sHA,2026-03-08-cru-cam,PARTE 2 - Leitura labial NARRADA da BRIGA na FINAL do CLÁSSICO MINEIRO | Cruzeiro x Atlético-MG,,UCc_tw_T3LHKsLKgcCcmSC2Q,VELLOSO,2026-03-11T00:54:00Z,post_game,2189686,59447,900,https://www.youtube.com/watch?v=PmsMKfh7sHA,"""Cruzeiro x Atlético-MG"" 08/03/2026"
LV094YJhngg,2026-03-08-cru-cam,BRIGA COMPLETA ATLÉTICO MINEIRO X CRUZEIRO CAMPEONATO MINEIRO 2026,BRIGA GENERALIZADA! Atlético-MG x Cruzeiro pega fogo em campo! Clima esquentou no clássico mineiro e o jogo terminou ...,UCXn4-gt-fqcLk6JQSsT8WAw,Paysandubão,2026-03-08T23:33:09Z,post_game,3224183,9807,793,https://www.youtube.com/watch?v=LV094YJhngg,"""Cruzeiro x Atlético-MG"" 08/03/2026"
6Uw2mQzdTzQ,2026-03-08-cru-cam,BRIGA GENERALIZADA NO ATLÉTICO-MG X CRUZEIRO! FINAL DO MINEIRO TERMINA EM CENAS LAMENTÁVEIS,A final do Campeonato Mineiro foi marcada por tristes cenas de briga generalizada entre os jogadores de Cruzeiro e Atlético-MG.,UCs-6sCz2LJm1PrWQN4ErsPw,TNT Sports Brasil,2026-03-09T00:26:39Z,post_game,1962617,19963,3025,https://www.youtube.com/watch?v=6Uw2mQzdTzQ,"""Cruzeiro x Atlético-MG"" 08/03/2026"
7AnKW6X2JB8,2026-01-25-cam-cru,ATLETICO-MG X CRUZEIRO AO VIVO COM IMAGENS - CAMPEONATO MINEIRO 2026 - ASSISTA AGORA!,aovivo #atleticomg #cruzeiro ⚽   Veja onde assistir AO VIVO Atletico mg vs Cruzeiro GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-01-24T21:30:07Z,pre_game,13402,57,7,https://www.youtube.com/watch?v=7AnKW6X2JB8,"""Atlético-MG x Cruzeiro"" 25/01/2026"
_LMhhmPcr4o,2026-01-25-cam-cru,🔥A SOBERBA PRECEDE A QUEDA! DEBATE PEGA FOGO ANTES DO CLÁSSICO ATLÉTICO-MG X CRUZEIRO!,GaloCrítico #AtléticoMG #Galo #NotíciasDoGalo #OpiniãoAtleticana No vídeo de hoje: A SOBERBA PRECEDE A QUEDA!,UC0mqR7BN4tJYzG33BaiWiwg,Galo Crítico,2026-01-23T21:34:55Z,pre_game,6315,205,58,https://www.youtube.com/watch?v=_LMhhmPcr4o,"""Atlético-MG x Cruzeiro"" Campeonato Mineiro"
cys6gWorJmc,2026-01-25-cam-cru,ATLETICO-MG X CRUZEIRO AO VIVO COM IMAGEM - CAMPEONATO MINEIRO 2026 - ASSISTA AGORA!,aovivo #atleticomg #cruzeiro ⚽   Veja onde assistir AO VIVO Atletico mg vs Cruzeiro GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-01-23T20:00:06Z,pre_game,4662,31,1,https://www.youtube.com/watch?v=cys6gWorJmc,"""Atlético-MG x Cruzeiro"" 25/01/2026"
cZ_AEp_zfFk,2026-01-25-cam-cru,ATLÉTICO-MG x CRUZEIRO | CAMPEONATO MINEIRO 2026 | SIMULAÇÃO PES21,ATLÉTICO-MG e CRUZEIRO duelam em clássico da 5ª rodada (CAMPEONATO MINEIRO) Obrigado Por Assistir Se Inscreva ...,UCSQAtZWBKis70w7lR2UmRRw,ZR_Gaming,2026-01-23T16:00:56Z,pre_game,1541,44,8,https://www.youtube.com/watch?v=cZ_AEp_zfFk,"""Atlético-MG x Cruzeiro"" Campeonato Mineiro"
y9v6hJyLoTU,2026-01-25-cam-cru,ATLETICO-MG X CRUZEIRO AO VIVO (COM IMAGENS !!!) CAMPEONATO MINEIRO 2026 - ASSISTA AGORA!,aovivo #atleticomg #cruzeiro ⚽   Veja onde assistir AO VIVO Atletico mg vs Cruzeiro GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2026-01-22T21:48:39Z,pre_game,2156,8,1,https://www.youtube.com/watch?v=y9v6hJyLoTU,"""Atlético-MG x Cruzeiro"" 25/01/2026"
pm2EGMeu3DQ,2026-01-25-cam-cru,ATLÉTICO-MG 2 X 1 CRUZEIRO | MELHORES MOMENTOS | CAMPEONATO MINEIRO 2026 | ge tv,Veja a narração de Jorge Iggor para os melhores momentos de Atlético-MG x Cruzeiro pelo Campeonato Mineiro.,UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-01-25T23:35:15Z,post_game,1129669,22387,1033,https://www.youtube.com/watch?v=pm2EGMeu3DQ,"""Atlético-MG x Cruzeiro"" 25/01/2026"
MLyou1EIsd4,2026-01-25-cam-cru,Atlético Mineiro X Cruzeiro Dublado! #dublagem #atleticomineiro #cruzeiro #atleticomg #futebol,,UCbJ0FUhM6roOzw6cM5eFPog,Gustavo Machado,2026-01-26T14:25:32Z,post_game,4043379,185691,2005,https://www.youtube.com/watch?v=MLyou1EIsd4,"""Atlético-MG x Cruzeiro"" Campeonato Mineiro"
dy77eOEHIus,2026-01-25-cam-cru,JOGO COMPLETO: ATLÉTICO-MG X CRUZEIRO | CAMPEONATO MINEIRO | ge tv,"Atlético-MG e Cruzeiro duelaram em confronto da 5ª rodada (CAMPEONATO MINEIRO), e você assistiu AO VIVO e COM ...",UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-01-25T23:48:26Z,post_game,3407645,66942,93,https://www.youtube.com/watch?v=dy77eOEHIus,"""Atlético-MG x Cruzeiro"" 25/01/2026"
f6RJD6WGV58,2026-01-25-cam-cru,ATLÉTICO-MG 2 X 1 CRUZEIRO | MELHORES MOMENTOS | 5ª RODADA | CAMPEONATO MINEIRO 2026 | ge.globo,O Atlético vence o Cruzeiro por 2 a 1. Confira todos os lances com mais replays em ge.globo: ...,UCgCKagVhzGnZcuP9bSMgMCg,ge tv,2026-01-25T23:15:24Z,post_game,487217,12534,924,https://www.youtube.com/watch?v=f6RJD6WGV58,"""Atlético-MG x Cruzeiro"" 25/01/2026"
c3QJnzC2IBc,2026-01-25-cam-cru,AO VIVO E COM IMAGENS: ATLÉTICO-MG X CRUZEIRO | RODADA 5 | CAMPEONATO MINEIRO,Pagamento antecipado com 1 gol de vantagem no Campeonato Mineiro é só na SportyBet! Acesse https://sporty.bet/ATLxCRU e ...,UCMcc9elPZGpg6eU4i3YaCpA,SportyNet,2026-01-26T00:28:17Z,post_game,613802,18766,7,https://www.youtube.com/watch?v=c3QJnzC2IBc,"""Atlético-MG x Cruzeiro"" Campeonato Mineiro"
8Br2dIQz624,2025-10-15-cam-cru,ATLETICO-MG X CRUZEIRO AO VIVO COM IMAGEM - CAMPEONATO BRASILEIRO 2025 - JOGO DE HOJE!,aovivo #atleticomg #cruzeiro ⚽   Veja onde assistir AO VIVO Atletico mg vs Cruzeiro GOLS E MELHORES MOMENTOS ...,UC7o348w0PS8593rnIAHE1vg,Rodrigo Gamer 18,2025-10-15T18:30:06Z,pre_game,13853,39,2,https://www.youtube.com/watch?v=8Br2dIQz624,"""Atlético-MG x Cruzeiro"" 15/10/2025"
vxruoynbD7I,2025-10-15-cam-cru,Atlético x Cruzeiro: Pré-jogo completo do clássico mineiro | 98 ESPORTES I - AO VIVO - 15/10/2025,"Assista à programação da Rede 98 pela tv, rádio, aplicativo e live: 98live.com.br 98,3 FM App 98 Live Canal 29 ...",UClF866E2u34LioEzDppZj9g,98 Live,2025-10-15T13:08:16Z,pre_game,11303,624,1,https://www.youtube.com/watch?v=vxruoynbD7I,Atlético Cruzeiro pré jogo 15/10/2025
